,accuracy,precision,recall,f1,latency_ms_per_1k
RandomForest,0.9999418418680392,0.9999636977474452,0.9999636977474452,0.9999636977474452,1.117739930137753
XGBoost,0.999927302335049,0.99994554760954,0.9999636977474452,0.999954622596132,0.3039998231274397
DecisionTree,0.9998836837360784,0.9998911011488829,0.9999636977474452,0.9999273981305019,0.17644511323170115
