threshold,attack_recall,ส่งต่อชั้น2_%,normal_ที่หลุด_%
0.05,1.0,80.21605746023438,0.5699671172816952
0.1,1.0,80.15062956177847,0.2411399342345634
0.2,1.0,80.1230044490971,0.10230179028132991
0.3,1.0,80.11864258920004,0.0803799780781878
0.5,0.9999636977474452,80.10410305620982,0.021921812203142127
0.7,0.9999092443686131,80.09683328971474,0.007307270734380708
0.9,0.9996188263481749,80.07357003693042,0.007307270734380708
