,accuracy,precision,recall,f1,latency_ms_per_1k
XGBoost,0.998729421160583,0.953528204235454,0.9664394194683349,0.9563021162184241,0.9069626267900756
DecisionTree,0.9980759806145971,0.9302538676475216,0.9751147406533759,0.9499766817015093,0.19356965296649462
RandomForest,0.9982211896248162,0.8884375670672593,0.8736293155843827,0.8778996398605903,1.5445708552806807
