,accuracy,precision,recall,f1,latency_ms_per_1k
XGBoost,0.9989676931576957,0.9491181862462481,0.9372546922707145,0.9422604819442653,1.1759495477250412
DecisionTree,0.9980080839803426,0.9214391045830317,0.9358997392712464,0.9284813484995623,0.22642656195231844
RandomForest,0.9984151909040682,0.9208230546130856,0.9272854990867103,0.9234290150684032,1.5908733011429497
